tweet_id	labels	author	data
1957638860	sadness	jesssicababesss	@Beckinelson idkk if il get to see it again
1957639255	sadness	byatrobe	Bah day is not ending as nicely as it began
1957639281	sadness	ChimeraX	Already 26.1c in our office. Can people melt? We're fighting for air con because fans just don't help, but can't find the budget
1957639561	fun	sentricmusic	@theJBs @wearecutaways  We were all set to get a room last Saturday! I can't apologise enough for missing out Deccy
1957639612	fun	ArunBasilLal	@aravindkumar Whats up today..? missed the #coffeeclub that day
1957639804	worry	Overcast	@ApDiggles That was a horrible day.
1957639945	fun	_ilovefashion	I wanna see the Jonas Brothers in concert..
1957640118	worry	serenium	@zoecorkhill do you get headaches a lot? What painkillers do you take? Nothing works for mine
1957640151	sadness	Beautiful_Leena	@iamdiddy I don't think they sale Ciroc where I stay..Damn..thats just my luck
1957640696	neutral	kelbdubs	Last day in Dijon
1957640700	neutral	Boomtownrat_	Back on track with the transcription process. Still can't stop my lappy overheating, though
1957640730	worry	polyboyjt	feels very, very rough!
1957640805	relief	ohhcarissa	Tucking myself in tonight  Mogwai on repeat
1957640813	enthusiasm	charlieboy808	@Melissa808 nah im pooped from moving 2day im just laying down relaxing  lol
1957640886	sadness	sovietkiki	@ferretwho Defeated by a Polo
1957640928	neutral	tinyminds	fine, i give in, docs again today. not being able to breath this morning made me think i should. hate docs
1957640993	worry	Mariine90	Tuesday, Wednesday, Thursday and Friday = EXAM !!  wow shit
1957641284	relief	GuvnaB	Today is my last official day of Uni! No more balancing uni work with music!!!! Til october atleast
1957641302	neutral	heyitsmisti	omg why are the marshmellows in lucky charms so damn tiny now? i feel cheated.
1957641364	sadness	violetbakes	@violetbakes My friend is a massive Beatles fan, and she wasn't impressed
1957641646	happiness	HannahLGrace	Nevermind! Beyonce doesn't have a Twitter  Haha
1957642332	surprise	elainesnowden	@jesssicababesss really? cuz KC.com said it was releasd 24/4 here n the main station doesn't even hav it
1957642933	sadness	MarkPower	@kathtrinder @samscam what's that? The sun? No sign here
1957643351	sadness	viintagedresses	@Emiily_Kate i know its heaps awesome. if your not working all weekend
1957643801	hate	JellyBeans1991	As predicted i feel lyk shit  gahh i hate bein ill!! At wrk tweet lata xx
1957644306	neutral	aShtRayy	waaaaay over all tht bitchy ninth grade bullshit (: half yearly exams over &amp; im sickkk
1957645080	worry	_Toki_	@shinyflash my plans might have just gone out the window too  bit gutted.
1957645545	sadness	iandvedwards	@mistermagnus A friend uses Logic and I must admit I did like it...but I don't have a Mac
1957645950	happiness	libbyoliver	@caldjr yeh me 2
1957646194	worry	x3_anahdez	can't go to sleeeeeep  whyyyyy
1957646415	neutral	ddlovatofans101	@hannahdevonne Follow both because I don't know which one will send it. PS Dont get your hopes up because she may not sen it
1957646478	love	Ingenue_Em	@mizplunderbunny *hugs* why?
1957646585	sadness	MegsEggs	It's too hot to be sat in an office!  I wanna be out in the sun shineeeee.
1957646633	neutral	arpitnext	adsense exchange rate 1 : 47.060 ($ : INR )
1957646733	enthusiasm	Sze17	I'm missing crab legs and attending my going away instead!
1957647154	worry	becskr	Maybe I'm lacking in Friday feeling cos more of my trousers won't go on  Thunder thighs!
1957647362	worry	banksy34	I have a broken wrist
1957647555	neutral	LaDi_KsTaR	@Ekstatikladii sorry love had no left overs  but come through sat @ mi casa for ton's birthday! we'll have tons of food
1957647569	neutral	Marina8903	starts tomorrow and I start to study again
1957647768	happiness	simpsoid	Just got Skyfire (http://get.skyfire.com/).  Firts impressions, it looks good but it's a little too memory hungry for my ageing HTC TyTN
1957648204	worry	nickcatal	the @collegedems 2009 convention ( http://tr.im/mLvw ) doesn't look that great this year  - going to vegas then sounds much more fun
1957648354	worry	Rosinacarley	@HellenBach then he has gone down in my estimation
1957648426	neutral	ArualSnikpoh	@Jewel_Lia Should have grabbed some on the way to work
1957648527	worry	ginny_with_a_g	I'm awake and can't sleep bc I'm feeling sick  yuck!!!
1957648636	worry	slinqui	@allergymeds im allergic to cats! my tonsils get swollen and they hurt  what do i dooo?!
1957648828	surprise	so_cocky	@oOogabriela wat u doin my bad im mixin this song
1957649134	worry	mayj	@arielleGore phaket.  what did anneliese want to do?
1957649194	empty	Isabellbear	I fall asleep and didnt get to see the jonas brothers web cast  ... Still tierd
1957649481	love	portis_ed	@sarahkate1 sleepover's the shit! I love those guy, I totally forgot they played tonight
1957649700	worry	beeedi	Bought new racquet for $145... wish this racquet will do the  half and God the rest .well despite recession things are fkin costly
1957650050	fun	ginevramicol	Why can't I see WHITE SOX players @ random bars I go to.. NOT Cubs players  waaah
1957650383	sadness	twebbstack	@BlueEyed_Cat @himynameisrose we all know and yes dont remind me im so effin jealous  fuck aust some times
1957650618	worry	Nessaspeaks	@wizofozgurl I think I'm going to be the only lame person to cry for Jay's last episode...lol... I wish I were able to go
1957650667	worry	ASA_Gary	I lost followers  Was it something I said?  I swear I am not into freeballing.  Ugg that is the last time I mention that thing.
1957650945	hate	dani_l37	I feel so useless
1957651728	sadness	mummyjane	Is now crying  Omg I am fed up with this pain !!!
1957652124	hate	lkespiritu	awhile ago it freaking hot! now it's wet  turn off!
1957652633	neutral	Thehodge	hmm @buysellads is following me and to think, they declined thehodge.co.uk for inclusion into there network
1957652644	surprise	Izrael	@atlprincess 'erocka the ruler' i called you, but i see i gets the no love   whats up with that?
1957652992	sadness	theephil	I'm up way to early today!  Work later.
1957653107	worry	Dmoney424	Wow.....I've been stood up  Might as well go to work.
1957653418	sadness	Tearaa	im really tired.. not much time to sleep
1957653553	worry	Marquise21	@peacelovetylr Help i need the stalker police can you give me their number
1957653803	neutral	diedajew	@raerobinson it was just the handle tg
1957653814	surprise	ChewChewTray	@ncremins Wednesday? you are joking me? that soon???  when's the partaaaaaaay?
1957653981	sadness	kohlerm	@codemonkeyism there were attempts to somehow extend inner classes, which would be close to #closure, can't find the ref ATM
1957654133	neutral	_joyjoy	im going to miss khyy so much
1957654191	worry	Shadehouse	@amandapalmer was there going to be a recording of with the needle that stings in her heart on youtube or something? i missed the stream
1957654739	sadness	tamyof_thetams	sad day!!!!! Love you MaÃ¯Â¿Â½ (8 years ago!)
1957654937	neutral	claudiatweets	@joyeuxmort Miss you too  tomorrow is friday...the day we usually just lounged around trying to figure out what to do
1957655015	neutral	erhys	@bareknuckleyell not the best way to start your day
1957655552	fun	sarahjanelopez	All alone in this old house again.  Thanks for the net which keeps me alive and kicking! Whoever invented the net, i wanna kiss your hair!
1957655903	worry	letronje	@nikhilbelsare exactly the same problem i am having with pure classical music, i cant njoy it
1957656059	sadness	lizzola	Is going to get a full nights sleep tonight so her arm can get better. It's no fun being forced to use your left hand
1957656102	worry	BrenTheMeanCow	is scanning the pics all over again ..
1957656361	neutral	csorensen32	I should learn not to walk all day, and then sprint through sprinklers without stretching.
1957656441	neutral	tiffany_chu	i want Van Basten to b the milan manager !!!
1957656872	sadness	JeskaEatsBrains	@jennytalia SHUT YOUR FACE! Why are you so mean to me? Pedro is supposed to be the mean one
1957657056	sadness	Ice_Ziggee	... and itÃ¯Â¿Â½s FFA *evil grin* but IÃ¯Â¿Â½m so busy at work today I wonÃ¯Â¿Â½t get anything done
1957657158	neutral	OnikaCole	i dont have my iphone until maybe next week!
1957657323	neutral	noezzzie	jus woke up, late  runnin to work have students to train!
1957657457	worry	merkayla	always tired, always cold and always have a headache.  cant wait for vacashun..and the frickin g1 update..i want onscreen keyboard dammit!
1957657600	neutral	piggybum	l need some more aussies !
1957657765	hate	issie07	@x_Beckiie_x omg are you going to see it?! another reason to not live in devon none of the f***in cinemas have the film im so annoyed
1957657920	worry	MissXu	is there a way to &quot;stabalise&quot; a shaky video in post production? I apparently have a very shaky hand.
1957657992	hate	polonapajk	Aaaaaaaa!! I hate fucking winshit!!
1957658054	worry	DrunkenBaracuda	That room will be an oven too
1957658212	hate	KevMain	Think it may be time for a  lemsip soon, having a cold really sucks
1957658327	worry	_greyblueeyes	i have to go to the doctor... i don't want to... cause there i can wait sooo long...
1957658932	sadness	Rowan_Henderson	Fell down the stairs at dancing, sword fell on me and now my bum hurts
1957658976	neutral	angch	in a meeting discussion colour of bikeshed
1957659279	worry	shewitt	@LycoLoco i'm not proud. but os x excels at video/photo editing where the pc lags so much behind.
1957659322	neutral	clarebearXD	emily is over tonight XD work experience is over. Jen I'm  going to miss seeing you like everyday
1957659731	worry	LuvMyGurlz	Its 1:11am and both my girls are still up! .. im so tired ..
1957659979	worry	krishol	Internet is getting damn slow today..
1957660486	love	tamyof_thetams	SAD day! love you MaÃ¯Â¿Â½ (8 years ago!) miss you so much!!!!
1957660901	sadness	tom_uts	@wethedan nope, would be no music
1957660915	surprise	scotwriter	@MAVinBKK it feels like ages away! More than 5 months
1957661225	neutral	blackteabreak	why do i turn red
1957662098	empty	Beth_Ann_	@steve_caruso So I took the polish off of the nail of the finger the door handle murdered earlier, and well... it's not pretty....
1957662837	sadness	laceefranks	@JustDarline DArLiNE!!* miss you
1957662943	worry	thejellybeankid	Just missed my train
1957662946	worry	MadisonKellyNYC	@iprmktg Haaay are those the Kettle black joints???  I have them in black!!! Super dope, just wished they came in gold!!!
1957663147	worry	zoyaz	driving around for 3 hours going nowhere is not as fun as it seems, i missed my singing lesson
1957663256	worry	agiftedmind	You all have no Idea how badly I wish that I was at botcon.  Oh well! NEXT YEAR!
1957663307	worry	KINGmoney	@illestnana me and my friend over here are disappointed we cant make it
1957663384	sadness	martygallagher	Why didn't I book today off as well could not be bothered with work the weather is too good to be in here
1957663637	hate	mkeats	@alexlomas Bastard! I want to be at the beach in the sun
1957663654	worry	sprinkles_	@MadamSalami i had to get the same sized jeans, i couldnt get my hips into the 14's
1957663833	worry	sarahakh	cant believe i stay out this late!.....waking up for work in T-minus 4hours
1957663990	fun	pony_hooves	@QueenKelso dooood! it is working! tea time later? are you working tonight?
1957663999	worry	Anniee451	@CNReilly I missed Match Game tonight    I hope I make it tomorrow night.
1957664223	enthusiasm	CraigMillett	UP was awesome! Everyone should go see it.  But the stupid theatre didn't show the Pixar short film.
1957664259	sadness	ChewChewTray	@ncremins thats not really fair. I mean you just up and leave like that and you dont even give us a party  So when you coming back or  ...
1957664536	happiness	Ziliphar	I hereby proclaim it to officially be summer as it is AWESOME today! But I'm stuck inside a chilly office
1957664578	hate	crashedinlife	I bruised my toe worse than my I did my finger. It fuckin hurts right now even with ice on it
1957664609	neutral	phoenixlove1987	@Quietjack I'm probably going to be doing the same thing
1957665077	hate	lilpaowow	@ShiGGaShay - I only get bubble tea during the cambodian new year - only once a year  &amp; when i do, i stand in line for over 10-15 min.
1957665404	neutral	Jewel_LiA	@Lucalexa thanks  scared of dentists.. looks like I am going to have to get over it and go
1957665608	worry	Shinybiscuit	@jackfaulkner I forgot all of those people
1957666234	surprise	pegebernholt	sleeping... would've been home sooner but we accidentally killed bambi on the way home
1957666935	happiness	missymarie_	had the lovliest night last night but was ruined by doctors inability to warn me of side effects. back again for more tests.
1957666939	surprise	aussyaa	Woke up and there was sun! And then it started to rain
1957667820	worry	neerav	cant take photos of Darling Harbour fireworks cause its raining  carried all my camera gear to work for nothing #fb
1957668005	worry	justlisa89	just woke up, and my tummy hurts  there's always something wrong with me :S
1957668210	love	samanthajulia	@MrsSOsbourne Hi Sharon Missed you on our x factor last year!!  Come Back!! x
1957668214	neutral	CraigMarr	3-4 hours sleep last night  barely functioning
1957668465	worry	svijayak	Seems like 60 min wait time  should I call the wife now
1957668997	sadness	foxcek	@tahninial just called me a cheeseburglar. He made me sad
1957669145	worry	magicswebpage	Not happy got a big choice to make
1957669293	sadness	ria_das	Getting bored sitting at the hotel room the entire day
1957669387	neutral	becca_caddy	It's natsmith88 last Friday today
1957669715	surprise	GeoAtreides	Uuu, am din nou PR 4. Yeey, my epenis is now bigger! ... ... ...
1957670571	hate	Ediesedgwick83	@Sarahies I will be ok when I have been to the drs again today and got my essay done  x howre you?? x
1957670920	neutral	HannahJ98	Hmm... I should go make a time machine to go forward to 12:00 God im genius.. Oh yeh i dont no how too...  x
1957671446	neutral	miawoods2005	I don't think the Master Cleanse was intended for travelers  feeling gross....
1957671827	neutral	lisaxjbx3	@daniellemhicks lol what!! where is it!
1957671999	worry	Larissa_SG	@Anne_A4L Hey Anne! I stayed up 2 try 2 arrange 4 some NYC Archies 2 get tix 2 the concert. Logged off @ 2.30 but only fell asleep @ 5am
1957672003	happiness	wizdomlakers	Bumping Air Supply's Greastest Hits
1957672274	neutral	IanWoolf	I forwarded an email about a cool science event in Canberra, and a friend thought it was in Sydney and trekked out to the wrong place
1957672283	worry	EmeraldDiscount	@christineduggan we keep getting pet days  but i heard the weekend is to be fab !!! wedding how soon again ?
1957672347	sadness	AliJRayner	can't believe I'm peeling from one and a half days of sunshine
1957672425	worry	Pica85	I don't know what this is all about  but I'm goin to sleep
1957672698	surprise	bholfeltz	@k_tron oh god, whose tire?
1957673248	worry	RamiHage	@SamerKaram but better hurry, so you wouldn't be labeled as copycats
1957673270	neutral	becca_caddy	It's @natsmith88 last Friday today
1957673482	happiness	redraccoon1	Will be flying to Ontario in 4 hours!Will probably stay awake.I will be there for a 8 days...Camping 4 the first time YAY!I am sleepy now
1957673495	relief	kellybazza	is gutted to be at work when it is sooo nice outside
1957673692	happiness	dubfairy	is going back home  love ya Zagrebe &lt;3
1957673742	hate	peachy_gold	Geography papers are so boring!  I hate revision!
1957673862	neutral	EvoSim	Came out of my house this morning to the stink of cat poo. I have cats doing their business in my little bit of garden.
1957674075	neutral	sampan22	bah! bk on reception  comps aint working.....BUT the sun has got his hat on hip-hip-horay  x
1957674180	worry	blue_cat_online	[BBC] Malaria parasites becoming resistant to drugs  http://trunc.it/9yn5 ~ this is really not good as Malaria affects so many people
1957674579	worry	tickvg	Morning all. I appear to have a bit of a sore head. Perhaps the bag of pork scratchings for dinner wasn't such a good idea
1957674594	surprise	ashleigh_03	has just booked her appointment to give blood 18:20pm 2nd June! Scared
1957674693	hate	barbsrad	urgh, my head is banging.
1957674793	neutral	lilianerausch	@Donnette i am fine. just having a headache for days now
1957675041	worry	its_sb	@professorgreen &amp; you still are not following me
1957675193	empty	NicoleMarieLer	Awake at 4am..  can't sleep
1957675277	worry	Ducer15	@Cleric20 Nope. Im hearing bad things.
1957675402	worry	strings_puppet	My attempts at writing tonight seem to be failing.
1957675449	neutral	applexible	Got a day of painting
1957675512	hate	LauraSmetsers	@robinlefeber Ojee! That sucks...
1957675601	neutral	Conny__x3	Flypside - When it was good..i must creat my presentation in english  by guys ?
1957676144	happiness	Sparks_25	staring at the sunshine through my office window!
1957676286	sadness	Ciel	I wish I had a concept of what time it is right now....  not adjusting well. Obvs.
1957677002	worry	soulballadeer	i juz registered my cp in twitter, but my tweets wont go thru? Argh..Hmm wanna follow my idols lyk @DavidArchie away from the PC..
1957677153	surprise	Bashair_E	getting dressed to go to Granny's,another day of now twitting
1957677282	sadness	davidyell	Feeling pretty poo today
1957677285	neutral	renatolz	I need to buy a Tablet
1957677542	worry	bootyhouse	ugh. I totally can't sleep.
1957677591	sadness	MartukaPop	I wanna go to the beach...but I have to study
1957677602	sadness	corithmalin	What's worse than a fever and sore throat? Cancelling a trip to see your little bro because of a fever and sore throat.
1957677837	sadness	GabrielleJay	On a brighter note.. still at work at 6:15 on Friday working on other peoples problems...  oh man. I'm SO eating pizza tonight. hoorah!
1957678014	worry	kkimmydaviss	@kpatthethird D; im sowwwy  urgh i feel bad &gt;.&lt; kkkkkkk so should i call you when i get 2 bullschitt?
1957678173	empty	lady_firey	My cucumber has gone limp
1957678866	fun	heyitsmisti	@shanzer22  you're missing out, bb! i'm such a cereal nut, i think i like every kind available.
1957678919	worry	parambir	@gulpanag unfortunately I choose sleep over gym almost everyday  trying to get over it!
1957679052	surprise	Michelle90210	just reached for her plate to get another bit of toast and realised id eaten it all  not a nice feeling
1957679152	fun	Misdreavus_72	@Banette_ good to be back! It's really late though and I just got back from scaring some people and I'm pleased but really tired
1957679175	neutral	Chrissiiee	Got about 2 hours sleep.
1957679893	hate	jesssicababesss	Oh fml its probs gunna be at shepards bush  i hate it there
1957680374	worry	ShaneSakata	@Danisidhe Wow - that's one deep sleep!  Wish I could sleep like that -one little noise and I'm awake
1957680381	worry	Rohan_01	@cutiemoet i noe... bt i jus cant help it.....
1957680942	worry	Mz_Cutie	@TwoOnTheBeat i wud do but im at work   srry xx
1957681147	surprise	adrialarasati	geez why do u have to be SO obvious?
1957681220	surprise	ohmysunshiine	i messed up my back/hip. it hurts so bad
1957681266	neutral	akihabara_edo	wonders when all of these end... hay...  http://plurk.com/p/wy9wi
1957681370	surprise	mutedriposte	@jolynnchew so early??
1957681466	worry	amomca	@kelleyrowe my internet just crashed  i will ttytomorrow.
1957681827	hate	Peterkin	Anyone got any remedies for neck pain? Haven't been able to turn my head properly without a bad twinge for a few days now
1957681870	sadness	Morena485	Had a crazy night, lost keys, walked home, missed my papi's calls from the swizzy.    I'm sad
1957682388	surprise	Errric	@vmysterrr are you serious!? that bloooooows
1957684033	happiness	Moonanet	Mooorning! It's Friday, and that's terrific! Smile up!    :-|      :-D
1957684137	worry	cambrose	@primesuspect  If only my writing wasn't so scrub.
1957684648	worry	OCchaleee	gotta get up in a few hours...booo  gooodnight!
1957685654	surprise	So_CalChica	Going to bed...going back to Korea tomorrow
1957685893	sadness	kradisonfan	missed the #jonaswebcast
1957685970	enthusiasm	KaraTheBomb	I WANT LASAGNA TOOOOOOO.
1957686480	neutral	iggypintado	@julie_posetti Nice reference to #LM program in How Journalists Are Using Twitter in Australia but no mention of me   http://bit.ly/JwuZL
1957686543	sadness	JaneilleForever	At millys having some yummy asian food! Haha. And listening to let go, such a sad song
1957686686	hate	EAZY_ERON	My record player has decided to die. Why on Friday night? Sad E  http://twitpic.com/667a4
1957686687	neutral	theboinq	just wants to get it over and done with. I miss working
1957686896	sadness	schjerning	my blog is crashing my browser
1957686950	sadness	Malexis86	My mind is playing tricks or me!...or could it be? Either way this ish is on my mind heavy and in sleepy
1957687122	worry	JadeeSon	I miss my peanut gallery
1957687260	sadness	zacktate	@LaylaNatalie nowhere babe  ice come to do a few jobs here this morning *sigh*
1957687772	love	TheDiva_KMarie	aww @iCONtips you are too kind!! Hi sweetie! Are you guys out partying without me   I'm the only person who came to work 2nite lol
1957688423	worry	arpitnext	@djain1989 yes .. thats a problem   #prism #fail
1957689175	sadness	DavidSwinburn	@terryronald When does it close? I didn't think it'd been running that long? I still haven't had chance to see it!
1957689210	hate	camilleali	I can't sleep ugh!! and I have shit to do all damn day tomorrow. Wanting to take a sleeping pill but I know Ill get up late
1957690674	worry	shiplikeyou	@dc493 sassafrass reminds me of rachel  i miss her
1957690755	worry	MzMonaLisa	@mhall214  youre not supposed to...
1957690758	worry	isafailure	@AlexMaza thanks for the follow! Isafailure was supposed 2 b a team thing, but my friend hasn't emailed me or communicated n 4ever
1957691079	sadness	paul_steele	@ladybug8320 oh yes i sure will, but sad cause i will miss the view at the house am leaving actually
1957691093	neutral	jun6lee	@dreaming_aloud @DanBarnes501 and that hindi flick '99' that came out a couple of weeks ago that never made it to the UK
1957691248	sadness	nyachii	#liesboystell Your the only one, I love (they really have several women)
1957691371	worry	wampykitty	@dean_b BF @ gig in Portland OR.  That's not driving distance to come save me from Burbank. I stuck ATM.  Working on plan B
1957691398	neutral	pax_et_amor	awww, watching 18 y.o. britney on snl. she's so young and cute and really funny! i miss this britney
1957691421	worry	Richard_Gable	@NikkiNoo1956 That's not good, sorry to hear that, where did he park it?
1957692704	neutral	zacktate	@the_prototype09 no where I'm working for a bit up here
1957692821	sadness	superstylin_	@NANCY___ just got your TWEETS. that sucks my love
1957692870	worry	LianneThompson	is house bound with acute mumps  bad times.... whole day ov supernatural me thinks  x
1957692927	happiness	SqueekyPenguin	sadly awake. wondering about contact info for all of the fun folks I hung out with at the shop. YAY 23b!!! Miss you guys
1957693067	happiness	mikeydreidel	@realchrissystar we'll be back sunday to play @ the horse, I was out last night at mex you were not  miss you
1957693735	surprise	Mr_Teez	@LivLaughLove7 u didn't hit me up
1957693897	sadness	LukasVandenberg	fuck elora danan are breaking up  too and im missing their last nsw show too  def need to hit up melbs !! someone come with ?
1957694436	sadness	ElysElectric	I guess its bedtime. Goodnight twitter.  my bed is so big and empty without him.
1957694469	surprise	MisterRo	@helga_hansen Darn - I just realised &quot;pull the other one&quot; would have been a *far* better response to your name suggestion
1957695026	neutral	DarkOctoberNite	So my life has come down to nothing more then making choices ill only regret later
1957695327	relief	Miss_Mika1	@streetkingpin Well my battery just needed a jump...and now I gotta pay extra to get my nail fixed
1957695799	worry	hantu	OK crowdsourcing failed,
1957696120	worry	LydiaLovesU	why have 3 people stopped following me  is it something I said??
1957696344	worry	zmjohnson	My acid refulx is acting upÃ¯Â¿Â½probably the worst it's been in months. I don't think I'll be getting any sleep tonight.
1957696425	surprise	NChill	still can't believe all of the gig posters in the Little Civic have been taken down!?
1957696481	hate	Pixie_Anna	@maddieprior mother is hogging the TV
1957696981	worry	wildJ09	i cant sleep ughh n i have registration tomorrow at 11 this suxs   *Shooting Star*
1957697529	love	TM777	I thought when u go #2 your tummy is supposed to feel better not worse
1957697532	neutral	ChewChewTray	@ncremins I could do with another one now myself. was back to work on Monday after being off for 7 weeks  not good.
1957697561	neutral	vacant_heart	@Dr_DinaSadik forensic mein kya hai! bas rat te jaao  and micro?havin a micro exam soon,the lab diagnosis of all d individual bacteria!
1957697894	surprise	fildv	@stvwrnr i can't believe it...
1957697920	sadness	jflame24	My car broke down.   Time to start looking at getting another.  If its not one thing its another.
1957698081	worry	Tink3rbell	Oh no  I wanted to go to sea but today the sun is not here!  SIGH!
1957698231	worry	xoxmillyxox	@torilovesbradie definitely, or even just &quot;i'll call you&quot;, they never do  how was ur day? xx
1957698707	love	replete	@benmatewe being updated to have multiple 'skins' for different GT members. Nightmare. 82k of CSS to hack!  No time to redo; woe is me.
1957698931	sadness	Dirtygemz	@subray put me right off my scrambled egg breakfast  #fartingloud
1957699016	worry	magicswebpage	Guys i dont think chris loves me   he never show me attenition or affection   i think its time to end it.  What you think?
1957699183	surprise	xWindyMillerx	Rather jealous of my football club who have all gone to Portugal on tour today. They're even playing a Sporting Lisbon veterans side.
1957699809	worry	DJSMOOK	@funhiguy Hi man, yeah I so wanna go, but I'm on Maui  #liloven
1957700264	worry	Dianne_	Installed office for Mac &amp; messed up all my fonts on safari, crap on a stick! help! can't even read the solutions online  #badmicrosoft
1957700822	worry	Crystal89white	I'm thirsty in the middle of the night and get to the fridge only to find my Brand New bottle of Cran-Cherry juice gone....  FML moment!!
1957701073	worry	egnaronik	@yin9shi what interview! leave me alone
1957701215	worry	Traacyy	i got a bruise on my foot out if nowhere!  it hurts!
1957701220	worry	alitariera	finally graduation no more school ... im sick today
1957701226	neutral	jehovah_jireh	@Jemistryteam --- has demi ever replied to you? Coz I haven't got any...
1957701449	neutral	Breeargh	i want a text from short stack ,but i dont understand the texting thing
1957701538	sadness	TheRealFranklin	My assistant had me watch The Notebook. I miss Deborah
1957701592	sadness	controllinnolan	it's official- the Twilight Saga has ended...*sigh*...my life is empty!
1957701853	sadness	TarrynLeighEia	@SamGrierson awwww....    , ah well at least I can sober up for a week or 2 and possibly get to the gym.....u gonna make music live? xx
1957702096	sadness	RussellBfan90	@pinkbunny69 awww thts no good hun-i'm having the worst day as i'm sick as
1957702153	happiness	whatsdafus	@AlexaRPD Nice action shot: http://bit.ly/m8zfx  I miss working a pole.   __ dont you see clients everyday?  lol
1957702343	sadness	SteWane	@breagrant Thought you was one of the best on Heroes, pitty they are killing all of the good characters off  how do i use this thing!? lol
1957703036	sadness	SamMlot	Nooo! I'm ill  Must Have Paracetamol! Nice weather today, though.
1957703106	worry	Ricardo3G	@BunnyLuv87 Sorry I didn't go  Jesus wasn't feeling it. And you know I can't see it with out my best bud. Well that movie anyways @Eexst
1957703662	sadness	youtah	wow, serious hard time sleeping. on a decongestant and its keeping me wide awake. I JUST WANNA SLEEP
1957704526	worry	HeathCastor	@afrocurl mark harmon just got shot on my tv
1957704700	worry	SallieBMcFly	that was terrible...
1957704889	love	lisabatty	lovely day again... hope it continues all weekend, I'm stuck at my desk today
1957705294	neutral	tiarelove	@mgrpowers http://twitpic.com/1aida - snood
1957705467	neutral	stinginthetail	@docbaty ow
1957705562	worry	BetaBoy	Bug in damn cod4 system link. My map pack isnt working
1957705597	worry	scenexbbyx13	fuck, can't sleep.  feening for cigs. i'm horrible. :X
1957705954	relief	wolvojon	Back at work
1957706273	happiness	LotsOfSexyPants	Good Morning Every1!!! Its gorgeous out again n im stuck in work  Wish i was at home chillin out.. Hopefully tha day goes quick  doh !!
1957706345	sadness	kacsaful	@gedhead if only @stephenfry wouldn't have some fiftythousand followers... hugh laurie's just a needle in a haystack now!
1957706506	worry	feedyourmusic	@LoveisTrain it drained my energy
1957706885	hate	blistereduk	Hates headaches! Maybe I'm not ready to rock
1957706994	sadness	MarinkadeJong	4th time in 1 month that i'm spending time @garage, for a broken airco this time.... sigh, great with this weekends weather
1957708069	neutral	funstay	@alperdotr i got bored   lunch time?
1957708099	hate	Badger5000	@razzbingo britain is shit
1957708223	enthusiasm	KOKahKOK	company is offering 2nd round of VSS RIF!
1957708788	worry	Mina_love	@taylorswift13 ....... i'm wondering if you're as awake as i am. ?
1957708971	sadness	Becca_x_	Is going to miss Reemer for a couple of months now the tour is over
1957709186	worry	icyblue93	The test today was killer. I didn't even manage to finish on time.
1957709225	happiness	cuteXpoison	watched the Bones finale last night in the UK &amp; it rocked!! oh how much I missed Zack!!!  @EricMillegan is so freakin' awesome &lt;3
1957709337	happiness	ShannonNiebuhr	Someone bring me milk for my cookies!
1957710003	sadness	scotwriter	@MAVinBKK I know but the wait will be worth it - November just seems so far away at the moment  ;)
1957710304	love	luckygnahhh	@RikkAlaniz I'm glad he didn't get too hurt, I know some bad things can happen on motorcycles  you and everyone else are okay too, right?
1957710544	neutral	ellaxceleste	@Ahmaeya so im listening to this random playlist and its leaning toward serani...
1957710747	neutral	earff	@m_bui yeah right. I just accepted my grants, and it covered at least 10,000+ of my school fees. tritonlink is down so i cant verify
1957711217	sadness	layamaria	is now writing 100-word newsbites  http://plurk.com/p/wyb4h
1957711409	sadness	RexTR	@ankurb english screwed up my overall percentage in X, in XII again and probably in adm tests too. shit happens.
1957711658	worry	3Easy	@pete too early I'm afraid  op to take screw out week Tuesday. The family will going off, I'll me looking fir that Guinness ;)
1957712080	worry	honeysnowflakes	@KinanLW Wah, why are you sad?
1957712115	neutral	PinkerJewel	@IzzySc Hi Isla! I hope it does, too.
1957712124	surprise	RalphBassfeld	Had to cancel subscriptions today to NZZ and Economist at office  #costsavings Luckily they also have online versions
1957712225	surprise	kaboooom	@xC_A_Tx lol i havent watched it yet..  congrats!
1957712281	sadness	niclizzybeth	low low low low low low low low low.............................
1957712406	worry	winzy	@mathewsanders boo! I must've deleted it from my phone!  can't find it in my emails either!
1957712673	sadness	Ed_Costa	I'm slowly reallizing how this burn I got at work 5 hours ago really sucks
1957712678	worry	noomnoom	2 hours after teleconference. but can't go back to sleep. got some work to do. sigh sigh
1957712948	neutral	Rohan_01	@cutiemoet i meant i cnt help but stop chattin wid her.....    gud dat u noe everything.... so do u think its fair????
1957713231	worry	RussellBfan90	@_hayles yer there must be-not sure tho-caught it off my brother but got it worse
1957713326	surprise	lovemandy	http://twitpic.com/667g1 - Marshmellows + muffins = fail  They all bubbled and then evaporated leaving big holes! heh still taste alri ...
1957713519	worry	KrissKross	my iMac's died  keeps cutting out for no reason. Anyone recommend a good mac place for service / parts? Think I need a new power supply
1957713846	happiness	trickyireland	on later than normal this morning, got attacked by a swarm of mini fly's after opening the veranda last night took an hour to get rid!!
1957714009	worry	ememfrick	Leaving for Paris tonight. Trying to cram all my assignments for the week done in two days.   I think I'm half done, I hope.
